id,text,date,title,subtitle,class,category,requirements,participate,level,gov
gov_38,"Технологическое оборудование, комплектующие и запчасти к нему, а также сырьё и материалы для реализации инвестпроектов в важных для экономики секторах освобождены от уплаты таможенной пошлины при ввозе в страну. В список включены 50 приоритетных видов деятельности, в отношении которых доступна льгота. Это растениеводство, производство лекарств, пищевых продуктов и напитков, бумаги, электрооборудования, компьютеров, транспорта, деятельность в сфере информационных технологий, телекоммуникаций, пассажирские перевозки, строительство, добычу нефти и газа. Позже в список добавили добычу угля, торфа, металлических руд, декоративного и строительного камня, известняка, гипса, мела и сланцев, разработку гравийных и песчаных карьеров, обеспечение электрической энергией, газом и паром, а также кондиционирование воздуха. С августа 2023 года в перечень приоритетных видов деятельности для ввоза оборудования и материалов без уплаты таможенной пошлины внесены сфера спорта, отдыха и развлечений (деятельность, связанная со спортивными объектами, парками культуры и отдыха, тематическими парками).",Действует  ,Беспошлинный ввоз технологического оборудования и сырья,Таможенные льготы касаются ввоза товаров и сырья для инвестпроектов,Business,Finance,Инвестпроект должен быть >250 млн руб.,Постановление от 12 августа 2023 года №1328                                                                                                                                                                                 Постановление от 28 декабря 2022 года №2468                                                                                                                                                                                 Постановление от 9 мая 2022 года №839,Федеральный,http://government.ru/docs/49274/; http://government.ru/docs/47460/; http://government.ru/docs/45411/
gov_39,"Предприниматели, налаживающие производство импортозамещающей продукции, смогут получить государственные или муниципальные земельные участки в аренду в упрощённом порядке – без проведения торгов.",Истёк  ,Выкуп земельных участков без торгов,Упрощение процедуры предоставления предприятиям земельных участков,Business,Regulation,0,0,Федеральный,0
gov_40,"Правительство расширило грантовую поддержку отечественных IT-компаний. Внесены изменения в правила предоставления субсидий  российским фондам, которые выдают гранты IT-компаниям на разработки в сфере информационных технологий. Теперь такие компании могут  рассчитывать на гранты, покрывающие 80% стоимости проектов, а по отдельным программам для стартапов до 100%.  Эти меры позволят ускорить импортозамещение, снизить негативные последствия санкций и предотвратить отток специалистов за границу. В 2022 году на грантовую поддержку IT-компаний из резервного фонда Правительства было выделено 14 млрд рублей.",Действует  ,Гранты для IT-компаний,"Гранты смогут покрывать до 80% стоимости проектов, а по отдельным программам для IT-стартапов до 100%",Business,Finance,Гранты по итогам конкурсов в рамках нацпрограммы «Цифровая экономика».,"Для получения гранта необходимо подать заявку на участие в конкурсных отборах, подготовить необходимый портфель документов (презентация о проекте, смета расходов по проекту, календарный план и другие), защитить проект на заседании конкурсной комиссии.    С победителями конкурсного отбора заключается соглашение и предоставляется грант.   На текущий момент приём новых заявок приостановлен.",Федеральный,0
gov_41,"Гранты на создание или развитие своих проектов могут получить ИП и юридические лица, основанные предпринимателями в возрасте от 14 до 25 лет (включительно). При этом, если речь о юрлице, то молодой человек должен владеть долей в компании не менее 50%. Размеры грантов составят от 100 до 500 тыс. рублей и до 1 млн рублей, если молодой предприниматель ведёт деятельность в Арктической зоне. Грант можно потратить на реализацию бизнес-проекта, в том числе на аренду и ремонт помещения, приобретение ПО, оргтехники, оборудования (если проект предполагает создание небольшого производства), оплату первых взносов по договорам лизинга, услуг связи и т.п.",Действует  ,Гранты молодым предпринимателям,Гранты до 1 млн рублей на развитие проектов,Business,Finance,Обучение в центре «Мой бизнес» (не менее 16 часов). Софинансирование — минимум 25%.,"Обратиться за грантом можно будет в региональные органы власти (в каждом регионе ведомство называется по-своему, это может быть министерство экономики, департамент экономики и т.п.). А в центре «Мой бизнес», если необходимо, специалисты помогут вам подготовить заявку или написать бизнес-план ( центры созданы во всех субъектах Российской Федерации ).",Федеральный,0
gov_42,Российские фармацевтические компании могут получить грантовую поддержку на разработку стандартных образцов жизненно необходимых и важнейших лекарственных препаратов (ЖНВЛП).  Эталонные образцы нужны для сравнения действующих веществ препаратов на всех стадиях промышленного производства. Создание их базы поможет преодолеть зависимость России от импорта стандартных образцов фармацевтической продукции и вести контроль качества ЖНВЛП на всех этапах обращения.,Действует  ,Гранты на разработку образцов жизненно необходимых лекарств,Создание базы образцов поможет преодолеть зависимость от импорта,Business,Finance,Гранты для разработчиков стандартных образцов. Участие в Государственной службе стандартов обязательно.,"Заявка на получение гранта, подается в рамках конкурсного отбора. Информация об отборе размещается на  официальном сайте АНО «Агентство по технологическому развитию» . Условия подачи заявок конкретизируются в конкурсной документациии.",Федеральный,0
gov_43,"Ресурсоснабжающим организациям стало проще получить займы Фонда содействия реформированию жилищно-коммунального хозяйства (Фонд ЖКХ) на развитие коммунальной инфраструктуры. Согласно новым условиям: - минимальная стоимость проекта, которая требуется для получения займа, снижена со 100 млн до 10 млн рублей, - схемы тепло-, водоснабжения, водоотведения, включенные в программу комплексного развития инженерной инфраструктуры, теперь можно предоставить с отсрочкой на год (ранее документы требовались на этапе подачи заявки), - претенденты на финансирование освобождены от обязанности получать заключение технологического и ценового аудита, если на проекты строящихся объектов коммунальной инфраструктуры есть положительное заключение госэкспертизы, - займы можно направить не только на создание и модернизацию, но и на капитальный ремонт объектов коммунальной инфраструктуры.",Истёк  ,Займы на модернизацию инфраструктуры ЖКХ,Смягчены условия получения займов Фонда ЖКХ,Business,Finance,0,Постановление Правительства от 21 июня 2022 №1110                                                                                                                                                                                 Постановление Правительства от 15 апреля 2022 №668,Федеральный,http://government.ru/docs/45786/; http://government.ru/news/45207/
gov_44,"Дорожно-коммунальная техника внесена в число закупок, на которые распространяются условия контрактов жизненного цикла. Контракт жизненного цикла – это соглашение на комплекс работ от проектирования объекта до его изготовления и последующего обслуживания, включая утилизацию.     Это позволит поддержать российских коммунальщиков, которые из-за санкций недружественных государств столкнулись с сокращением поставок импортных самоходных машин и отказом от их дальнейшего технического обслуживания.",Действует  ,Закупки коммунальной техники по контрактам жизненного цикла,Поддержка коммунальщиков на фоне сокращения поставок импортной техники,Business,Regulation,0,0,Федеральный,0
gov_45,"Организации-эмитенты получили право не раскрывать частично или в полном объёме информацию о выпуске ценных бумаг. Перечень корпоративных сведений, которые участники фондового рынка могут не раскрывать в целях защиты от возможных ограничительных мер, определён постановлением Правительства. Утверждённые нормы учитывают необходимость дальнейшего развития рынка капитала и долгового финансирования, для которого требуется раскрытие информации, и важность защиты данных, чувствительных с точки зрения введения возможных внешних ограничений. В обновлённый перечень включены сведения в том числе о составе органов управления и контроля за финансово-хозяйственной деятельностью эмитентов, информация об аффилированных лицах и дочерних организациях, финансовых вложениях, операциях в иностранной валюте, сделках, включая данные о том, что такие сделки не совершались. Кроме того, в списке информация о сегментах деятельности эмитента в части сведений об оказании им услуг, о производимой продукции, закупке товаров, выполнении некоторых работ, сведения о контрагентах, их отраслевой и географической структуре. Также постановлением Правительства определён перечень оснований, при наличии которых эмитенты будут вправе ограничивать раскрытие указанных данных. Это в том числе действующие в отношении компании или организации ограничительные меры, наличие статуса уполномоченного банка, ведение деятельности на территории новых ов России.",Действует  ,Защита участников фондового рынка,Право эмитентов не раскрывать информацию о выпуске ценных бумаг,Business,Regulation,0,0,Федеральный,0
gov_46,"Компании, работающие по отдельным государственным или муниципальным контрактам, до конца 2024 года смогут рассчитываться со своими контрагентами за поставленные товары, выполненные работы или оказанные услуги, без открытия лицевого счёта в Федеральном казначействе.      Например, застройщики смогут оперативнее выходить на стройплощадки. На банковские счета поставщиков стройматериалов и оборудования, затраты на приобретение которых включены в смету, будут переводить не только оплату за поставку, но и авансы по контрактам. Основанием для таких расчётов станет перечень стройматериалов и оборудования, необходимых для исполнения госконтрактов.",Действует  ,Изменение процедуры казначейского сопровождения госконтрактов,Освобождение от обязанности открытия счёта в Федеральном казначействе,Business,Regulation,0,0,Федеральный,0
gov_47,"Механизм поддержки строительной отрасли, который помогает компенсировать дополнительные расходы застройщиков в рамках госконтрактов, продлевается до конца 2022 года. Это позволит без сбоев продолжить строительство важных социальных и инфраструктурных объектов.  Речь идёт о механизме, который по согласованию заказчика и подрядчика позволяет увеличивать цену госконтракта на строительство, реконструкцию и капремонт, а также на проведение работ по сохранению объектов культурного наследия. При этом изменение стоимости не должно превышать 30%. Для согласования новых условий заказчик и подрядчик должны заключить дополнительное соглашение. Такая мера поддержки отрасли была запущена прошлым летом из-за удорожания строительных материалов и действовала до конца 2021 года.",Истёк  ,Изменение цены госконтракта в связи с ростом стоимости ресурсов,Компенсация дополнительных расходов застройщиков из-за удорожания стройматериалов,Business,Finance,Изменение стоимости госконтракта не более 30%.,Для согласования новых условий заказчик и подрядчик должны заключить дополнительное соглашение.,Федеральный,http://government.ru/news/44904/
gov_48,"Правительство расширило возможности инвесторов в рамках применения инструмента специальных инвестиционных контрактов формата 1.0 (СПИК 1.0).  Внесены изменения в правила заключения специальных инвестиционных контрактов. Они предусматривают возобновление механизма СПИК 1.0, а также возможность пересмотра условий действующих контрактов, включая продление их на 2 года с максимальным сроком 12 лет. Продлить сроки таких контрактов инвесторы смогут в том случае, если ограничительные меры со стороны зарубежных партнёров повлияли на реализацию инвестиционных проектов. Кроме того, смягчаются требования к проектам, по которым будут заключаться специальные инвестиционные контракты. В частности, исключаются обязательные требования по экспорту промышленной продукции и диверсификации поставок. Механизм специального инвестиционного контракта позволяет привлечь крупные частные капиталовложения в проекты по созданию новых промышленных производств. Государство со своей стороны гарантирует такому инвестору выгодные, понятные и неизменные условия для вложений, в том числе налоговые льготы и особые условия аренды земли без проведения торгов.",Действует  ,Изменены правила заключения СПИК 1.0,Расширены возможности инвесторов в рамках специального инвестиционного контракта формата 1.0,Business,Regulation,0,0,Федеральный,0
gov_49,"Россия до конца 2024 года вводит временные ограничения на ввоз отдельных видов семян из недружественных стран. Ограничения коснутся семян картофеля, пшеницы, ржи, ячменя, кукурузы, соевых бобов, подсолнечника и сахарной свёклы.    Семена из недружественных стран можно будет ввозить в рамках квот, установленных Правительством. Их общий объём составит 33,1 тыс. т. Он рассчитан Минсельхозом, исходя из потребностей российских семеноводов с учётом баланса отечественного производства, импорта и экспорта семян.",Действует  ,Квоты на ввоз семян из недружественных стран,Вводятся временные ограничения на ввоз отдельных видов семян,Business,Regulation,0,0,Федеральный,0
gov_50,"Промышленные предприятия, которые занимаются разработкой перспективных технологий и производством продукции, способной заменить зарубежные аналоги, могут получить льготные займы. На это направлено 28,2 млрд рублей. Это поможет реализовать не менее 50 проектов. Также будет запущено 17 новых проектов, что позволит привлечь около 2 млрд рублей частных инвестиций и создать 500 рабочих мест. Средства направлены Фонду развития промышленности, который предоставит предприятиям льготные займы.",Действует  ,Льготные займы промпредприятиям,Льготные займы Фонда развития промышленности на импортозамещающие проекты,Business,Finance,0,Распоряжение от 15 сентября 2022 года №2634-р                                                                                                                                                                                 Распоряжение от 1 апреля 2022 года №711-р,Федеральный,http://government.ru/docs/46534/; http://government.ru/docs/45032/
gov_51,"На поддержку программы льготного кредитования сельхозпроизводителей дополнительно направлено 25 млрд рублей. Это поможет просубсидировать новые краткосрочные займы на общую сумму не менее 158 млрд рублей. Средства будут направлены из резервного фонда Правительства и пойдут на субсидирование кредитных организаций, которые предоставляют предприятиям агропромышленного комплекса льготные займы. Необходимость дополнительного финансирования связана с повышением ключевой ставки ЦБ с 9,5 до 20%.     Льготная кредитная программа для аграриев была запущена в 2017 году. В её рамках сельхозпроизводители могут взять краткосрочный или инвестиционный кредит по ставке до 5% на развитие растениеводства и животноводства, а также на строительство, реконструкцию или модернизацию предприятий по переработке сельхозсырья. Льготный краткосрочный кредит выдаётся на срок до 1 года, инвестиционный – от 2 до 15 лет.",Действует  ,Льготные кредиты аграриям,25 млрд выделено дополнительно на программу льготного кредитования сельхозпроизводителей,Business,Finance,Льготные кредиты для аграриев: ставки 1–5% годовых.,"Для получения льготного кредита необходимо обратиться в уполномоченный банк.  Перечень уполномоченных банков, а также более подробная информация размещена на официальном сайте Минсельхоза России в разделе « Льготное кредитование ».",Федеральный,0
gov_52,"Инвестиционным компаниям, реализующим проекты по обработке и утилизации коммунальных отходов, доступна льготная процентная ставка по банковским кредитам.    Ставка будет не выше 12,5%. Субсидии от государства будут покрывать банкам оставшуюся часть ставки.",Действует  ,Льготные кредиты для инвесторов в сфере обращения с отходами,"Льготная ставка до 12,5% по кредитам",Business,Finance,0,Постановление Правительства от 5 мая 2022 года №814,Федеральный,http://government.ru/docs/45355/
gov_53,"Процентная ставка по льготным кредитам для малых и средних предприятий, выпускающих высокотехнологичную и инновационную продукцию составит 3%. Разницу между рыночной и льготной ставками кредитору возместит государство. Кредиты будут предоставляться на инвестиционные цели и на пополнение оборотных средств на срок до трёх лет. Максимальный размер кредита – 500 млн рублей. В федеральном бюджете на субсидирование процентных ставок по таким кредитам в ближайшие три года предусмотрено почти 4 млрд рублей. В 2022 году – 750 млн рублей, в 2023 году – 1,4 млрд рублей, в 2024-м – 1,8 млрд рублей.       Новый финансовый инструмент будет запущен в рамках федерального проекта «Взлёт от стартапа до IPO».",Действует  ,Льготные кредиты для инновационных МСП,"Льготные кредиты по ставке 3% для МСП, выпускающих высокотехнологичную продукцию",Business,Finance,"Условия: реестр МСП, 3+ года деятельности, выручка >100 млн руб., рост 12%+ за 3 года, приоритетные отрасли, использование высоких технологий.",Подача заявок на кредит доступна на  Цифровой платформе МСП.РФ . Подать заявку и отслеживать статусы её рассмотрения можно онлайн.   В период формирования заявок сотрудники Корпорации МСП и АО «МСП Банк» будут оказывать сопровождение и консультации предпринимателям.,Федеральный,0
gov_54,"Льготные кредиты по программе 1764 доступны компаниям из разных отраслей экономики: розничная и оптовая торговля, сельское хозяйство, внутренний туризм, наука и техника, здравоохранение, образование, обрабатывающая промышленность, ресторанный бизнес, бытовые услуги. Также льготными кредитами по программе могут воспользоваться индивидуальные предприниматели и самозанятые. Максимальная ставка рассчитывается по формуле «ключевая ставка ЦБ РФ + не более 2,75%» и в настоящее время составляет не более 10,25% годовых.      Программа является частью нацпроекта «Малое и среднее предпринимательство и поддержка индивидуальной предпринимательской инициативы».",Действует  ,Льготные кредиты для МСП по программе 1764,"Максимальная ставка составляет не более 10,25% годовых",Business,Finance,"Кредиты по программе 1764: инвестцели (500 тыс.–2 млрд руб.), оборотные средства (до 500 млн руб.), рефинансирование. Ставка: ключевая + 2,75%. Срок — до 10 лет.",Обратиться в  уполномоченный банк  по программе льготного кредитования 1764.,Федеральный,0
gov_55,"По программе поддержки системообразующие организации медиаотрасли, в том числе электронные, печатные СМИ и полиграфисты, могут получить займы по льготной ставке на поддержание текущей деятельности и выплату зарплаты сотрудникам.     На субсидирование программы выделено 3,5 млрд рублей. Доступные заёмные средства позволят организациям медиаотрасли пополнить оборотные средства, сохранить штат сотрудников, а также объём и качество выпускаемой продукции.",Истёк  ,Льготные кредиты медиаорганизациям,"Программа поддержки системообразующих медиа – электронных, печатных СМИ и полиграфистов",Business,Finance,"Один заемщик — до 10 млрд руб., группа компаний — до 30 млрд руб. Обязательное сохранение 85% сотрудников.",Постановление от 19 мая 2022 года №1235-р,Федеральный,http://government.ru/docs/45449/
gov_56,"Специальная кредитная программа поддержки действует для системообразующих организаций топливно-энергетического комплекса (ТЭК). На льготные кредиты могут претендовать в том числе и компании, для которых деятельность в нефтесервисной отрасли является не основной, а дополнительной. Компании смогут получить займы по льготной ставке на поддержание текущей деятельности. Для таких организаций доступны кредиты по ставке не более 11% годовых на срок до 12 месяцев. Одно предприятие сможет получить до 10 млрд рублей, группа компаний – до 30 млрд рублей. В апреле на поддержку системообразующих предприятий ТЭК выделили 7 млрд рублей, в июле дополнительно направили еще 127,5 млн рублей.",Истёк  ,Льготные кредиты предприятиям ТЭК,Займы системообразующим предприятиям ТЭК на поддержание текущей деятельности,Business,Finance,0,0,Федеральный,0
gov_57,"Запущена специальная кредитная программа поддержки системообразующих организаций, работающих в сфере строительства. На нее направлено более 7,1 млрд рублей.      В рамках этой программы строительные организации могут получить займы по льготной ставке до 11% годовых на реализацию инвестиционных проектов. Одно предприятие может взять займ на сумму до 10 млрд рублей, группа компаний – до 15 млрд рублей.",Истёк  ,Льготные кредиты строительным предприятиям,Займы системообразующим компаниям на реализацию инвестпроектов,Business,Finance,0,0,Федеральный,0
gov_58,"Для IT-компаний, которые включены в специальный реестр аккредитованных организаций Минцифры, будет действовать трёхлетний мораторий на проведение плановых государственных и муниципальных проверок. ФНС России приостановила выездные (в том числе повторные) налоговые проверки IT-компаний до 3 марта 2025 года. Исключение составляют только те проверки, которые назначены с согласия руководства вышестоящего налогового органа или ФНС России.",Действует  ,Мораторий на проверки IT-компаний,Приостановление проверок на 3 года,Business,Regulation,0,Постановление от 24 марта 2022 года №448                                                                                                                                                                                 Письмо ФНС России от 24 марта 2022 года № СД-4-2/3586@ «О назначении ВНП в отношении аккредитованных IT-организаций»                                                                                                                                                                                 Указ о мерах по обеспечению ускоренного развития отрасли информационных технологий в России,Федеральный,http://government.ru/news/44919/; https://www.nalog.gov.ru/rn77/about_fts/docs/12062926/; http://kremlin.ru/acts/news/67893
gov_59,"Нулевая ставка НДС установлена на 5 лет в отношении услуг по предоставлению мест для временного проживания в гостиницах и иных средствах размещения. Также на 5 лет установлена нулевая ставка НДС для инвесторов, которые строят, предоставляют в аренду и пользование туристические объекты – гостиницы и иные средства размещения. Льготный НДС также смогут получить владельцы уже существующих гостиниц и иных средств размещения. Для них ставка будет действовать до 30 июня 2027 года.",Действует  ,Обнуление ставки НДС для гостиничного бизнеса,Льгота будет действовать в течение 5 лет,Business,Taxes,0,0,Федеральный,0
gov_60,"Усовершенствован порядок возбуждения уголовных дел о преступлениях, связанных с уклонением от уплаты обязательных платежей. Президент подписал внесённый Правительством проект федерального закона, предусматривающий ограничение перечня поводов для возбуждения уголовных дел о налоговых преступлениях.      Изменения в Уголовно-процессуальный кодекс предусматривают возможность возбуждения уголовных дел следственными органами только по материалам налогового ведомства о возможном наличии в действиях налогоплательщика состава преступления. Эти нормы направлены на снижение нагрузки на предпринимателей в условиях сложившейся геополитической ситуации и западных санкций.",Действует  ,Ограничение уголовных дел по налоговым преступлениям,Ограничение перечня поводов для возбуждения уголовных дел о налоговых преступлениях,Business,Taxes,0,0,Федеральный,0
gov_61,"IT-компании, которые ранее платили налог на прибыль по ставке 3%, полностью освободят от уплаты налога на прибыль в 2022-2024 годах.",Действует  ,Освобождение IT-компаний от налога на прибыль,0% налог на прибыль IT-компаний в течение 3 лет,Business,Taxes,0,Указ о мерах по обеспечению ускоренного развития отрасли информационных технологий в России,Федеральный,http://kremlin.ru/acts/news/67893
gov_62,"В перечень оборудования, ввоз которого освобождается от налога на добавленную стоимость (НДС), внесены новые позиции:          комплекс оборудования для производства крупногабаритных железобетонных модулей для жилищного строительства,          линейка оборудования для изготовления плит МДФ,          прокатные станы для производства рельсов, балок и профилей,           газотурбинные генераторные установки,",Действует  ,Освобождение от НДС ввозимого оборудования,"Ввоз технологического оборудования, аналоги которого не производятся в России, освободят НДС",Business,Taxes,0,0,Федеральный,0
gov_63,"Российские производители металлообрабатывающего оборудования и станков, устройств числового программного управления и отдельных видов инструментов будут освобождены от казначейского сопровождения авансовых платежей, предоставляемых им в рамках исполнения контрактов за счёт государственных субсидий и бюджетных инвестиций.    Исключение казначейского сопровождения из общей схемы финансирования позволит им быстрее привлекать средства для производства станков и отказаться от промежуточных кредитов, а также обеспечит соблюдение сроков исполнения обязательств.",Истёк  ,Освобождение станкостроителей от казначейского сопровождения авансовых платежей,В течение 2022 года,Business,Regulation,0,0,Федеральный,0
gov_64,"Промышленные предприятия будут освобождены от уплаты акциза на жидкую сталь, если они производят её для собственных нужд.  Решение также касается промышленных предприятий, ежегодно производящих не более 300 тыс. т специальной стали с содержанием как минимум 20% легирующих элементов. Мера снизит налоговую нагрузку на машиностроителей, оборонную и авиа- промышленность, а также на металлургические предприятия, производящие спецсталь. Перечень конкретных организаций, освобождающихся от уплаты акциза, утверждается Министерством промышленности и торговли по согласованию с Министерством финансов.",Действует  ,Отмена акциза на жидкую сталь для отдельных предприятий,Мера снизит налоговую нагрузку на предприятия,Business,Taxes,"Условия: использование стали для выпуска продукции, производство спецстали (>20% легирующих элементов), объем до 300 тыс. тонн в год.","Для включения в перечень организация представляет в электронном виде с использованием информационной системы в Торгово-промышленную палату Российской Федерации заявление о включении в перечень, а также документы, подтверждающие соответствие организации требуемым условиям.",Федеральный,http://government.ru/docs/45195/
